Week Start,Total Sales,Total Order Quantity,Total Amount Spent,Description
2039-07-28,60010,61,8653,
2039-08-04,72090,75,8074,Two containers delayed at port.
2039-08-11,71613,76,7920,Export shipment cleared on time.
2039-08-18,49488,57,8730,
2039-08-25,50404,49,7057,
2039-09-01,70397,75,10447,
2039-09-08,62881,65,7043,Ad budget shifted to Facebook lead forms.
2039-09-15,52784,58,6429,
2039-09-22,72973,75,8479,
2039-09-29,61292,69,8152,Seasonal demand for dry food picked up.
2039-10-06,62326,60,7330,
2039-10-13,78783,86,10147,
2039-10-20,73156,84,12290,
2039-10-27,89097,100,11850,
2039-11-03,72225,68,12235,
2039-11-10,85790,89,12851,
2039-11-17,77405,83,13112,Ad budget shifted to Facebook lead forms.
2039-11-24,91517,102,13965,
2039-12-01,80187,75,9542,Ad budget shifted to Facebook lead forms.
2039-12-08,70496,69,9771,
2039-12-15,89427,92,11769,Seasonal demand for dry food picked up.
2039-12-22,76666,83,12343,
2039-12-29,68902,65,8199,Wholesale buyers reordered rice and pulses.
2040-01-05,79056,82,12285,
2040-01-12,81734,92,12473,
2040-01-19,91584,94,10642,
2040-01-26,80892,76,9173,
2040-02-02,98995,92,13998,
2040-02-09,84114,80,13307,Wholesale buyers reordered rice and pulses.
2040-02-16,83628,92,10069,
2040-02-23,89369,95,13888,Wholesale buyers reordered rice and pulses.
2040-03-01,118688,113,15786,
2040-03-08,101567,104,17063,Export shipment cleared on time.
2040-03-15,95326,89,13346,Ad budget shifted to Facebook lead forms.
2040-03-22,112735,111,18624,Packaging cost increased this week.
2040-03-29,113738,132,12420,
2040-04-05,118764,118,17292,
2040-04-12,86692,97,13715,
2040-04-19,93643,106,13503,Export shipment cleared on time.
2040-04-26,84267,97,11915,
2040-05-03,106405,99,14450,
2040-05-10,86045,85,9878,Packaging cost increased this week.
2040-05-17,98998,112,15107,
2040-05-24,89757,84,12063,
2040-05-31,78178,84,13791,
2040-06-07,68964,77,8014,
2040-06-14,91101,101,10076,Export shipment cleared on time.
2040-06-21,86805,82,14705,Export shipment cleared on time.
2040-06-28,76804,91,9570,
2040-07-05,96513,113,16214,
2040-07-12,76011,90,11919,
2040-07-19,95060,88,10514,
2040-07-26,95042,88,11975,
2040-08-02,97494,108,16652,
2040-08-09,75242,78,10007,
2040-08-16,81202,97,9777,Two containers delayed at port.
2040-08-23,69938,65,11554,
2040-08-30,59182,57,8865,
2040-09-06,72750,77,10185,
2040-09-13,65241,71,7398,
2040-09-20,66140,63,11112,Two containers delayed at port.
2040-09-27,68890,79,12056,
2040-10-04,58021,60,7960,Packaging cost increased this week.
2040-10-11,72449,83,11259,
2040-10-18,72241,77,10518,
2040-10-25,52911,55,6593,Two containers delayed at port.
2040-11-01,60038,60,8237,
2040-11-08,69436,68,10207,
2040-11-15,75200,73,10739,
2040-11-22,64743,64,8248,
2040-11-29,70689,78,11678,
2040-12-06,101642,94,12380,Export shipment cleared on time.
2040-12-13,70611,76,10775,
2040-12-20,84014,92,11291,Wholesale buyers reordered rice and pulses.
2040-12-27,74991,82,8294,
2041-01-03,98928,113,13988,Seasonal demand for dry food picked up.
2041-01-10,77422,81,9430,
2041-01-17,92619,101,16079,Two containers delayed at port.
2041-01-24,82406,91,9229,
2041-01-31,97518,99,16793,
2041-02-07,73306,69,8210,
2041-02-14,82382,77,13956,
2041-02-21,94834,104,13542,Export shipment cleared on time.
2041-02-28,104739,117,11437,
2041-03-07,81684,94,10407,
2041-03-14,101055,98,16977,
2041-03-21,92444,93,11648,
2041-03-28,98132,98,12639,Ad budget shifted to Facebook lead forms.
2041-04-04,113958,113,20262,Wholesale buyers reordered rice and pulses.
2041-04-11,93143,105,14605,Wholesale buyers reordered rice and pulses.
2041-04-18,86837,82,13859,
2041-04-25,100934,107,11729,Packaging cost increased this week.
2041-05-02,87666,90,11046,Seasonal demand for dry food picked up.
2041-05-09,120678,120,17740,
2041-05-16,104616,99,14646,
2041-05-23,108235,125,12122,Two containers delayed at port.
2041-05-30,103261,109,12288,
2041-06-06,87215,84,13920,
2041-06-13,102671,113,16386,
2041-06-20,68451,82,7571,Two containers delayed at port.
2041-06-27,67596,74,8044,Export shipment cleared on time.
2041-07-04,73464,79,12239,
2041-07-11,70480,71,8979,
2041-07-18,82671,88,13079,Ad budget shifted to Facebook lead forms.
2041-07-25,85641,87,11510,Seasonal demand for dry food picked up.
2041-08-01,68665,72,10094,
2041-08-08,77167,86,12640,
2041-08-15,67235,67,8754,
2041-08-22,86220,84,14002,Packaging cost increased this week.
2041-08-29,77326,82,9743,
2041-09-05,91046,89,13511,
2041-09-12,92147,110,11740,
2041-09-19,65076,61,10933,
2041-09-26,86807,89,15434,
2041-10-03,72563,69,9448,Export shipment cleared on time.
2041-10-10,66026,64,10630,
2041-10-17,71704,75,12448,
2041-10-24,66237,74,9644,Export shipment cleared on time.
2041-10-31,64763,67,7888,
2041-11-07,73869,78,12410,Packaging cost increased this week.
2041-11-14,75911,91,9565,
2041-11-21,59647,60,8351,Two containers delayed at port.
2041-11-28,75886,82,12749,Wholesale buyers reordered rice and pulses.
2041-12-05,61060,66,7779,
2041-12-12,71634,74,9628,
2041-12-19,85831,98,12617,Ad budget shifted to Facebook lead forms.
2041-12-26,100533,107,16467,
2042-01-02,80993,87,12473,
2042-01-09,103011,110,15143,
2042-01-16,104892,104,13363,
2042-01-23,109763,117,17211,
2042-01-30,96813,110,11385,
2042-02-06,110822,102,15360,Export shipment cleared on time.
2042-02-13,89785,88,13827,Packaging cost increased this week.
2042-02-20,100346,104,17280,
2042-02-27,99334,117,16410,
2042-03-06,93173,109,11870,
2042-03-13,91976,91,15194,Seasonal demand for dry food picked up.
2042-03-20,115898,120,20120,
2042-03-27,107534,107,17313,Wholesale buyers reordered rice and pulses.
2042-04-03,110298,120,12353,
2042-04-10,81262,84,12969,Wholesale buyers reordered rice and pulses.
2042-04-17,91855,96,13503,Two containers delayed at port.
2042-04-24,83504,78,14613,
2042-05-01,112093,105,14595,Packaging cost increased this week.
2042-05-08,115254,129,19201,
2042-05-15,95430,100,12158,
2042-05-22,126042,133,22410,
2042-05-29,118378,113,13258,
2042-06-05,99203,115,14861,
2042-06-12,116991,117,15232,
2042-06-19,86051,91,14457,
2042-06-26,111504,115,15611,
2042-07-03,78681,86,14100,
2042-07-10,85416,87,10882,
2042-07-17,84874,93,12833,Ad budget shifted to Facebook lead forms.
2042-07-24,86530,80,12114,Seasonal demand for dry food picked up.
2042-07-31,78445,91,11531,
2042-08-07,65237,73,9133,
2042-08-14,60803,60,8598,
2042-08-21,81580,95,13591,Two containers delayed at port.
2042-08-28,78599,79,9243,Two containers delayed at port.
2042-09-04,84435,83,14894,
2042-09-11,60369,59,9381,Export shipment cleared on time.
2042-09-18,76295,75,11963,
2042-09-25,75948,74,13610,
2042-10-02,72492,80,8424,
2042-10-09,94665,106,15639,
2042-10-16,86712,92,10804,
2042-10-23,90100,94,14128,
2042-10-30,97746,114,13821,
2042-11-06,86009,82,14209,
2042-11-13,74691,85,12966,
2042-11-20,84663,79,11023,
2042-11-27,91789,97,14778,
2042-12-04,71951,81,10577,Ad budget shifted to Facebook lead forms.
2042-12-11,74886,77,13315,Packaging cost increased this week.
2042-12-18,85855,98,13101,
2042-12-25,74218,75,8105,
2043-01-01,80101,80,9196,
2043-01-08,69703,77,11515,
2043-01-15,85532,98,14010,Ad budget shifted to Facebook lead forms.
2043-01-22,100604,101,11690,Packaging cost increased this week.
2043-01-29,94742,104,11407,
2043-02-05,110815,122,17531,
2043-02-12,82291,89,11406,Packaging cost increased this week.
2043-02-19,116655,138,14045,
2043-02-26,117390,124,19886,
2043-03-05,91882,103,15565,
2043-03-12,108871,109,12346,Two containers delayed at port.
2043-03-19,133032,151,20114,
2043-03-26,111513,129,19203,
2043-04-02,123623,124,15923,Two containers delayed at port.
2043-04-09,89030,88,15830,
2043-04-16,125482,119,18622,
2043-04-23,93549,109,10347,
2043-04-30,107743,103,18553,
2043-05-07,95688,92,12325,
2043-05-14,103124,113,14870,
2043-05-21,84708,88,15061,Packaging cost increased this week.
2043-05-28,86469,98,11137,
2043-06-04,88747,100,12052,Wholesale buyers reordered rice and pulses.
2043-06-11,115053,133,18040,Seasonal demand for dry food picked up.
2043-06-18,113306,106,14435,
2043-06-25,95432,101,16300,Export shipment cleared on time.
2043-07-02,114441,124,16823,
2043-07-09,108733,130,16440,
2043-07-16,112436,106,18732,
2043-07-23,89148,100,11482,
2043-07-30,85422,92,12198,Export shipment cleared on time.
2043-08-06,79175,80,9200,Export shipment cleared on time.
2043-08-13,90065,99,10592,
2043-08-20,88798,82,10940,
2043-08-27,91227,109,15454,Packaging cost increased this week.
2043-09-03,80315,92,9782,
2043-09-10,91585,99,15514,
2043-09-17,76827,79,11831,
2043-09-24,79222,78,12755,Export shipment cleared on time.
2043-10-01,61859,60,10912,
2043-10-08,67736,78,8630,
2043-10-15,83671,81,10660,
2043-10-22,81430,80,14478,
2043-10-29,76140,79,12578,
2043-11-05,77636,89,11412,
2043-11-12,76073,84,10011,Wholesale buyers reordered rice and pulses.
2043-11-19,84790,87,9378,Export shipment cleared on time.
2043-11-26,79135,73,9085,
2043-12-03,72505,78,10455,Packaging cost increased this week.
2043-12-10,92537,93,15546,Two containers delayed at port.
2043-12-17,102497,111,13776,
2043-12-24,91089,95,14283,
2043-12-31,98020,98,13311,
2044-01-07,89314,103,12754,
2044-01-14,97437,105,15687,
2044-01-21,89732,105,12060,
2044-01-28,72822,82,9278,
2044-02-04,92485,99,13725,
2044-02-11,75777,71,11988,
2044-02-18,97386,107,14316,Two containers delayed at port.
2044-02-25,107710,126,12968,
2044-03-03,116378,116,17433,
2044-03-10,91724,88,15024,
2044-03-17,101710,112,13243,
2044-03-24,116499,109,18104,
2044-03-31,95679,92,14199,Export shipment cleared on time.
2044-04-07,136449,154,19294,
2044-04-14,117856,115,13530,
2044-04-21,110728,112,13487,Wholesale buyers reordered rice and pulses.
2044-04-28,101295,99,12480,Seasonal demand for dry food picked up.
2044-05-05,98099,103,13047,
2044-05-12,104605,116,15816,
2044-05-19,136156,152,19634,
2044-05-26,94722,100,16974,Two containers delayed at port.
2044-06-02,122530,116,19384,
2044-06-09,119449,127,13044,Seasonal demand for dry food picked up.
2044-06-16,103679,98,17418,
2044-06-23,103714,109,12487,
2044-06-30,98638,114,17262,Packaging cost increased this week.
2044-07-07,95384,94,12285,Export shipment cleared on time.
2044-07-14,102216,114,16600,Ad budget shifted to Facebook lead forms.
2044-07-21,93904,92,13935,
2044-07-28,84147,90,15079,Ad budget shifted to Facebook lead forms.
2044-08-04,97091,94,14544,Two containers delayed at port.
2044-08-11,87422,101,11015,Wholesale buyers reordered rice and pulses.
2044-08-18,97439,99,10640,
2044-08-25,99375,98,12521,
2044-09-01,83541,88,13801,Packaging cost increased this week.
2044-09-08,104803,110,14232,
2044-09-15,89642,90,11671,Export shipment cleared on time.
2044-09-22,107337,114,16229,
2044-09-29,75195,75,12212,Wholesale buyers reordered rice and pulses.
2044-10-06,67181,62,10722,Seasonal demand for dry food picked up.
2044-10-13,79206,76,12309,Seasonal demand for dry food picked up.
2044-10-20,81246,75,11261,Ad budget shifted to Facebook lead forms.
2044-10-27,82069,76,12524,
2044-11-03,76534,81,10286,
2044-11-10,82039,96,9188,Wholesale buyers reordered rice and pulses.
2044-11-17,72598,79,11180,
2044-11-24,81315,78,13889,Seasonal demand for dry food picked up.
2044-12-01,87115,100,14391,
2044-12-08,86352,80,10034,
2044-12-15,71921,71,9565,
2044-12-22,95425,100,11489,Two containers delayed at port.
2044-12-29,97424,106,11730,Export shipment cleared on time.
2045-01-05,90390,95,15565,
2045-01-12,90735,104,12068,
2045-01-19,120301,142,19032,
2045-01-26,91902,85,13638,Seasonal demand for dry food picked up.
2045-02-02,101082,116,16699,
2045-02-09,123075,125,14474,
2045-02-16,106204,111,16801,
2045-02-23,89108,107,10230,Ad budget shifted to Facebook lead forms.
2045-03-02,119907,116,20816,
2045-03-09,109024,102,14042,Export shipment cleared on time.
2045-03-16,119783,113,18279,
2045-03-23,82764,81,14600,
2045-03-30,95774,110,14883,Export shipment cleared on time.
2045-04-06,90092,89,15640,
2045-04-13,119637,135,19429,
2045-04-20,111963,111,12540,
2045-04-27,135303,129,18374,
2045-05-04,97718,91,14091,Packaging cost increased this week.
2045-05-11,111945,128,14419,Export shipment cleared on time.
2045-05-18,115350,115,17602,Packaging cost increased this week.
2045-05-25,115587,125,13755,
2045-06-01,109972,110,14010,
2045-06-08,111880,119,17386,
2045-06-15,136699,131,24496,Export shipment cleared on time.
2045-06-22,134756,151,22828,Export shipment cleared on time.
2045-06-29,115855,110,13300,
2045-07-06,104993,124,17492,
2045-07-13,112165,109,15860,
2045-07-20,92255,99,11237,Wholesale buyers reordered rice and pulses.
2045-07-27,91224,85,11239,
2045-08-03,86798,94,11787,
2045-08-10,107308,127,12619,Wholesale buyers reordered rice and pulses.
2045-08-17,104884,97,12481,
2045-08-24,97529,98,11196,Export shipment cleared on time.
2045-08-31,72304,71,8098,
2045-09-07,98677,100,15611,
2045-09-14,74412,69,12085,
2045-09-21,102978,119,12831,
2045-09-28,99878,95,16360,
2045-10-05,103635,123,18571,Export shipment cleared on time.
2045-10-12,79473,76,13463,
2045-10-19,82043,82,12290,
2045-10-26,90281,86,14662,
2045-11-02,90524,105,15461,
