Week Start,Total Sales,Total Order Quantity,Total Amount Spent,Description
2039-08-24,40896,61,6441,
2039-08-31,38232,61,6022,
2039-09-07,39697,64,7205,
2039-09-14,44127,77,7082,Eid collection landing page went live.
2039-09-21,38360,63,5869,
2039-09-28,37572,68,6594,
2039-10-05,48128,82,6930,
2039-10-12,53170,89,7816,
2039-10-19,38290,58,5801,
2039-10-26,56792,95,7156,
2039-11-02,49750,91,6791,Retail counter sales were strong.
2039-11-09,51518,81,9582,
2039-11-16,47874,87,6248,
2039-11-23,55966,101,7723,
2039-11-30,53184,79,6861,
2039-12-07,51759,80,9239,
2039-12-14,43418,72,6708,
2039-12-21,50989,88,8260,
2039-12-28,40155,70,5180,Retail counter sales were strong.
2040-01-04,45823,66,5636,
2040-01-11,46010,70,5383,Eid collection landing page went live.
2040-01-18,59918,86,9976,Size 40 and 41 went out of stock.
2040-01-25,56025,91,8824,Courier charge revised upward.
2040-02-01,63643,102,7733,Influencer video brought new traffic.
2040-02-08,46847,78,6465,Influencer video brought new traffic.
2040-02-15,61883,101,8540,
2040-02-22,71710,122,11079,
2040-02-29,57517,87,7765,
2040-03-07,61680,111,7957,Retail counter sales were strong.
2040-03-14,78180,126,14307,Eid collection landing page went live.
2040-03-21,76201,119,12116,
2040-03-28,68100,113,11747,
2040-04-04,59461,96,8027,Size 40 and 41 went out of stock.
2040-04-11,70912,111,11594,
2040-04-18,63443,92,9136,
2040-04-25,51028,75,7348,
2040-05-02,55438,87,8066,
2040-05-09,50169,86,8203,Retail counter sales were strong.
2040-05-16,52646,88,9397,
2040-05-23,64579,100,7749,
2040-05-30,45507,78,6553,
2040-06-06,50897,85,7787,
2040-06-13,62986,93,8976,Influencer video brought new traffic.
2040-06-20,50303,88,7017,
2040-06-27,64651,93,11734,Courier charge revised upward.
2040-07-04,53789,82,7907,
2040-07-11,50359,91,7176,
2040-07-18,50007,87,7726,Retail counter sales were strong.
2040-07-25,48276,87,5793,Bulk order from a Chattogram reseller.
2040-08-01,50022,81,7203,
2040-08-08,54520,88,7524,
2040-08-15,51064,80,8349,
2040-08-22,54431,80,7675,
2040-08-29,50855,74,8849,
2040-09-05,56086,99,10095,Eid collection landing page went live.
2040-09-12,43873,65,6581,Courier charge revised upward.
2040-09-19,35697,61,4284,
2040-09-26,45976,75,6621,
2040-10-03,33691,54,4548,
2040-10-10,39762,61,5189,
2040-10-17,36048,57,6543,
2040-10-24,47527,84,9125,Bulk order from a Chattogram reseller.
2040-10-31,35659,66,5456,
2040-11-07,47043,68,5927,Influencer video brought new traffic.
2040-11-14,41020,63,6707,
2040-11-21,55352,95,7556,Influencer video brought new traffic.
2040-11-28,54397,81,7099,
2040-12-05,48110,70,8155,
2040-12-12,66317,95,11042,
2040-12-19,61751,90,11300,
2040-12-26,54697,96,8615,Retail counter sales were strong.
2041-01-02,62686,90,7710,Size 40 and 41 went out of stock.
2041-01-09,56368,90,8793,
2041-01-16,65406,101,11479,
2041-01-23,57485,89,8192,
2041-01-30,52502,75,6694,
2041-02-06,65292,105,11655,
2041-02-13,60142,96,8751,Influencer video brought new traffic.
2041-02-20,47353,69,6038,
2041-02-27,52570,88,7018,
2041-03-06,65373,122,9120,Retail counter sales were strong.
2041-03-13,50117,86,7668,
2041-03-20,72076,115,12974,Courier charge revised upward.
2041-03-27,70421,111,8873,
2041-04-03,56655,103,6884,Courier charge revised upward.
2041-04-10,70244,107,11274,Bulk order from a Chattogram reseller.
2041-04-17,60590,92,10906,
2041-04-24,80121,115,10576,Courier charge revised upward.
2041-05-01,83878,135,12708,Bulk order from a Chattogram reseller.
2041-05-08,71572,124,12131,
2041-05-15,61598,97,9147,
2041-05-22,80186,137,12629,Influencer video brought new traffic.
2041-05-29,59555,100,8040,
2041-06-05,54847,98,8803,
2041-06-12,71125,132,13336,
2041-06-19,60678,103,8647,
2041-06-26,47779,73,7024,
2041-07-03,62471,102,9464,
2041-07-10,56044,88,8407,
2041-07-17,52921,82,10161,
2041-07-24,51894,82,8173,Retail counter sales were strong.
2041-07-31,50359,90,6723,Eid collection landing page went live.
2041-08-07,50695,85,9581,
2041-08-14,43660,78,7138,Eid collection landing page went live.
2041-08-21,57092,93,8393,
2041-08-28,48917,89,7411,Eid collection landing page went live.
2041-09-04,55068,88,6443,
2041-09-11,54644,85,7623,
2041-09-18,42854,67,6557,
2041-09-25,54162,95,8531,
2041-10-02,47507,70,6770,
2041-10-09,44786,76,8061,
2041-10-16,52508,97,7404,Eid collection landing page went live.
2041-10-23,42549,73,7404,Bulk order from a Chattogram reseller.
2041-10-30,44476,72,5270,Bulk order from a Chattogram reseller.
2041-11-06,52710,91,8144,Size 40 and 41 went out of stock.
2041-11-13,39920,62,6407,Bulk order from a Chattogram reseller.
2041-11-20,49073,81,7214,
2041-11-27,41887,72,6472,
2041-12-04,53556,85,6587,Eid collection landing page went live.
2041-12-11,51513,96,6336,Bulk order from a Chattogram reseller.
2041-12-18,44151,70,5960,
2041-12-25,52285,82,8078,
2042-01-01,46298,75,8334,
2042-01-08,48072,82,5624,Courier charge revised upward.
2042-01-15,70796,107,11894,Courier charge revised upward.
2042-01-22,58343,98,8576,Size 40 and 41 went out of stock.
2042-01-29,68989,115,9210,Eid collection landing page went live.
2042-02-05,65663,99,10243,
2042-02-12,67607,120,11257,Retail counter sales were strong.
2042-02-19,60396,108,9241,Bulk order from a Chattogram reseller.
2042-02-26,76580,121,9764,
2042-03-05,68619,107,11631,
2042-03-12,55491,102,9239,
2042-03-19,75161,126,9245,Size 40 and 41 went out of stock.
2042-03-26,64276,100,7617,
2042-04-02,64485,120,9576,Courier charge revised upward.
2042-04-09,64432,105,11888,
2042-04-16,63525,114,10482,
2042-04-23,53434,97,8897,
2042-04-30,74973,116,11133,Eid collection landing page went live.
2042-05-07,73087,105,9647,Influencer video brought new traffic.
2042-05-14,72470,119,12175,
2042-05-21,58006,86,11137,
2042-05-28,58737,88,8194,
2042-06-04,73012,134,11828,
2042-06-11,81234,137,12551,
2042-06-18,65972,103,10589,
2042-06-25,67395,118,11929,
2042-07-02,68118,102,11137,
2042-07-09,71964,107,8960,
2042-07-16,56799,92,10650,Bulk order from a Chattogram reseller.
2042-07-23,50657,78,7827,
2042-07-30,65138,94,9087,Influencer video brought new traffic.
2042-08-06,43268,66,7074,Size 40 and 41 went out of stock.
2042-08-13,44416,70,8528,
2042-08-20,54461,85,8578,
2042-08-27,42843,65,6041,
2042-09-03,46120,75,8163,
2042-09-10,51815,87,6062,Courier charge revised upward.
2042-09-17,44445,83,7733,
2042-09-24,43920,64,7313,Courier charge revised upward.
2042-10-01,53923,95,8331,
2042-10-08,48200,77,7302,Bulk order from a Chattogram reseller.
2042-10-15,50862,85,7095,
2042-10-22,61801,93,7787,
2042-10-29,54470,88,9641,Courier charge revised upward.
2042-11-05,64842,107,7587,
2042-11-12,64059,99,8840,
2042-11-19,61820,90,7418,Retail counter sales were strong.
2042-11-26,48932,86,9175,Eid collection landing page went live.
2042-12-03,60388,112,10689,
2042-12-10,45322,70,8498,
2042-12-17,42300,70,5774,Courier charge revised upward.
2042-12-24,44592,70,5619,
2042-12-31,50322,86,8756,
2043-01-07,48644,76,5910,
2043-01-14,48984,85,5805,Retail counter sales were strong.
2043-01-21,50860,85,6942,Influencer video brought new traffic.
2043-01-28,58833,97,11208,
2043-02-04,56988,83,7180,
2043-02-11,62312,106,8693,
2043-02-18,57400,96,7146,Influencer video brought new traffic.
2043-02-25,73351,116,13643,Size 40 and 41 went out of stock.
2043-03-04,62486,90,10310,Retail counter sales were strong.
2043-03-11,81318,150,14881,
2043-03-18,68702,103,10408,Influencer video brought new traffic.
2043-03-25,84579,151,12941,
2043-04-01,76298,115,14420,
2043-04-08,82057,123,15016,Courier charge revised upward.
2043-04-15,82144,122,11336,
2043-04-22,58767,101,7316,
2043-04-29,78641,130,12740,
2043-05-06,64865,111,8368,
2043-05-13,58362,94,10243,
2043-05-20,54922,86,7085,Eid collection landing page went live.
2043-05-27,60853,105,9676,Retail counter sales were strong.
2043-06-03,69671,124,11600,Size 40 and 41 went out of stock.
2043-06-10,76352,112,13400,
2043-06-17,76339,133,12023,Courier charge revised upward.
2043-06-24,61466,96,9773,
2043-07-01,77323,129,12294,Eid collection landing page went live.
2043-07-08,57301,82,9884,
2043-07-15,68861,112,11052,Bulk order from a Chattogram reseller.
2043-07-22,79969,138,11875,
2043-07-29,63922,96,12273,Eid collection landing page went live.
2043-08-05,71702,119,10002,
2043-08-12,60875,101,8492,Influencer video brought new traffic.
2043-08-19,65300,97,11950,
2043-08-26,56685,89,8758,Influencer video brought new traffic.
2043-09-02,61670,91,8048,
2043-09-09,54932,85,7498,
2043-09-16,52784,84,7759,
2043-09-23,41961,60,6357,
2043-09-30,37821,60,6808,Courier charge revised upward.
2043-10-07,44314,67,7578,
2043-10-14,51765,84,8619,
2043-10-21,49132,89,7959,
2043-10-28,47050,85,5717,Courier charge revised upward.
2043-11-04,53945,85,6878,
2043-11-11,50075,75,7661,Retail counter sales were strong.
2043-11-18,57347,90,7398,
2043-11-25,60657,108,11100,
2043-12-02,54862,83,9793,Size 40 and 41 went out of stock.
2043-12-09,52873,88,9200,
2043-12-16,52099,94,8518,Size 40 and 41 went out of stock.
2043-12-23,60926,111,7128,
2043-12-30,61113,99,7700,
2044-01-06,57979,91,7131,
2044-01-13,67573,120,10035,
2044-01-20,54779,96,7970,
2044-01-27,62507,102,7407,
2044-02-03,69844,127,8696,
2044-02-10,59686,87,9401,Eid collection landing page went live.
2044-02-17,58065,103,10278,
2044-02-24,57483,95,9571,
2044-03-02,62235,90,8682,
2044-03-09,70184,125,11791,
2044-03-16,62997,102,7749,
2044-03-23,58636,93,6948,Courier charge revised upward.
2044-03-30,85956,145,14570,
2044-04-06,68871,120,10744,Bulk order from a Chattogram reseller.
2044-04-13,89769,152,12657,
2044-04-20,84515,147,13311,
2044-04-27,88513,147,10622,Eid collection landing page went live.
2044-05-04,92514,161,16514,Influencer video brought new traffic.
2044-05-11,68427,98,12625,Bulk order from a Chattogram reseller.
2044-05-18,78760,142,10278,Influencer video brought new traffic.
2044-05-25,68675,124,12980,
2044-06-01,63766,92,10426,
2044-06-08,81313,132,14148,
2044-06-15,70455,107,12682,Eid collection landing page went live.
2044-06-22,66898,122,9734,
2044-06-29,59943,102,10160,
2044-07-06,70510,103,13115,Bulk order from a Chattogram reseller.
2044-07-13,73212,119,13068,
2044-07-20,66025,101,10696,
2044-07-27,59333,93,10769,
2044-08-03,65816,109,9478,Retail counter sales were strong.
2044-08-10,71318,123,12302,Courier charge revised upward.
2044-08-17,62516,98,10409,
2044-08-24,56563,81,10181,Size 40 and 41 went out of stock.
2044-08-31,61607,95,9703,Size 40 and 41 went out of stock.
2044-09-07,63080,106,10124,
2044-09-14,65871,96,10177,Eid collection landing page went live.
2044-09-21,58373,84,7092,Size 40 and 41 went out of stock.
2044-09-28,61279,88,8273,
2044-10-05,48909,82,9317,Influencer video brought new traffic.
2044-10-12,64141,94,10583,
2044-10-19,47982,79,6190,Retail counter sales were strong.
2044-10-26,46027,70,5385,Courier charge revised upward.
2044-11-02,53993,84,8828,
2044-11-09,48953,75,6756,
2044-11-16,47053,84,5505,Courier charge revised upward.
2044-11-23,53790,80,6697,
2044-11-30,51130,80,8667,Retail counter sales were strong.
2044-12-07,59272,106,10402,
2044-12-14,57834,101,10063,Eid collection landing page went live.
2044-12-21,44090,75,7473,
2044-12-28,56558,100,8060,Size 40 and 41 went out of stock.
2045-01-04,65282,118,8519,
2045-01-11,66900,121,11039,
2045-01-18,60336,88,11041,Retail counter sales were strong.
2045-01-25,67933,112,8661,
2045-02-01,64493,104,8029,
2045-02-08,78716,128,9564,
2045-02-15,69403,102,11972,Eid collection landing page went live.
2045-02-22,80725,130,10656,
2045-03-01,59972,88,7467,
2045-03-08,70864,129,12011,Retail counter sales were strong.
2045-03-15,72391,106,9881,Retail counter sales were strong.
2045-03-22,72182,123,12235,Bulk order from a Chattogram reseller.
2045-03-29,65739,110,10650,
2045-04-05,67701,106,11678,
2045-04-12,65402,106,8044,Retail counter sales were strong.
2045-04-19,73833,114,12958,
2045-04-26,60072,88,10633,
2045-05-03,79451,136,13467,
2045-05-10,70339,114,10234,Courier charge revised upward.
2045-05-17,93029,139,13257,
2045-05-24,74307,132,9363,Influencer video brought new traffic.
2045-05-31,88851,140,12395,
2045-06-07,84408,121,10635,Courier charge revised upward.
2045-06-14,76006,119,9235,Size 40 and 41 went out of stock.
2045-06-21,88356,163,11398,Eid collection landing page went live.
2045-06-28,80175,137,12507,
2045-07-05,66506,108,10774,Influencer video brought new traffic.
2045-07-12,77709,129,12006,Size 40 and 41 went out of stock.
2045-07-19,60690,98,7829,
2045-07-26,73229,109,13950,
2045-08-02,58752,100,10752,Courier charge revised upward.
2045-08-09,71684,110,9892,
2045-08-16,68833,114,10325,
2045-08-23,60377,112,9691,Bulk order from a Chattogram reseller.
2045-08-30,49400,88,9485,
2045-09-06,63424,101,11607,
2045-09-13,50113,82,7291,
2045-09-20,67385,123,11321,
2045-09-27,56652,82,6713,
2045-10-04,49134,88,7886,Retail counter sales were strong.
2045-10-11,66387,103,12448,
2045-10-18,66708,109,12808,
2045-10-25,50977,84,9023,Courier charge revised upward.
2045-11-01,53456,100,6735,Courier charge revised upward.
2045-11-08,61307,109,10300,
