Week Start,Total Sales,Total Order Quantity,Total Amount Spent,Description
2039-08-02,65484,166,9908,Stock shortage on the 500mg strip.
2039-08-09,58890,150,9311,Free delivery offer inside Dhaka.
2039-08-16,51122,107,9212,Stock shortage on the 500mg strip.
2039-08-23,65571,140,11704,
2039-08-30,57302,131,7890,
2039-09-06,59309,148,10687,
2039-09-13,63121,150,9336,
2039-09-20,58690,147,7782,Google search ads paused for two days.
2039-09-27,61641,159,10793,
2039-10-04,67913,161,13277,
2039-10-11,58910,154,9113,
2039-10-18,61000,131,9437,
2039-10-25,61941,149,8213,Google search ads paused for two days.
2039-11-01,70390,157,12684,Free delivery offer inside Dhaka.
2039-11-08,66796,154,10901,
2039-11-15,83811,189,11826,
2039-11-22,78834,193,14206,
2039-11-29,80995,170,12530,Google search ads paused for two days.
2039-12-06,79072,169,17072,Doctor referral campaign started.
2039-12-13,66284,171,11719,
2039-12-20,78047,167,13003,
2039-12-27,59052,149,10240,
2040-01-03,65633,156,9707,Doctor referral campaign started.
2040-01-10,69259,158,11892,
2040-01-17,88485,212,16697,Doctor referral campaign started.
2040-01-24,91317,236,16145,
2040-01-31,83971,219,18129,
2040-02-07,75666,183,10934,
2040-02-14,107672,285,19402,
2040-02-21,110551,265,19921,
2040-02-28,107768,253,16122,
2040-03-06,92251,204,15369,Return rate dropped after new packaging.
2040-03-13,101947,237,20451,
2040-03-20,116410,240,20383,
2040-03-27,80366,175,14345,
2040-04-03,102431,219,14105,
2040-04-10,77065,189,11005,Free delivery offer inside Dhaka.
2040-04-17,75493,164,13989,
2040-04-24,83164,195,16400,
2040-05-01,87222,184,15421,
2040-05-08,72328,152,15739,Return rate dropped after new packaging.
2040-05-15,76451,195,13776,
2040-05-22,81778,200,16127,
2040-05-29,65335,167,13217,Pharmacy chain placed a bulk order.
2040-06-05,72436,189,13299,Free delivery offer inside Dhaka.
2040-06-12,76030,196,12667,Stock shortage on the 500mg strip.
2040-06-19,65720,143,10390,Return rate dropped after new packaging.
2040-06-26,89069,195,17716,Return rate dropped after new packaging.
2040-07-03,79132,196,15336,Pharmacy chain placed a bulk order.
2040-07-10,90847,203,17761,
2040-07-17,64202,145,11897,
2040-07-24,67733,142,12666,
2040-07-31,63028,138,8358,Free delivery offer inside Dhaka.
2040-08-07,64591,169,11859,
2040-08-14,76719,203,11868,Google search ads paused for two days.
2040-08-21,76091,179,14746,
2040-08-28,72750,151,11502,
2040-09-04,72210,155,11416,
2040-09-11,66797,141,10220,
2040-09-18,57756,148,11488,
2040-09-25,66419,149,13888,Google search ads paused for two days.
2040-10-02,59985,140,12951,Google search ads paused for two days.
2040-10-09,68439,171,10122,Return rate dropped after new packaging.
2040-10-16,60518,128,8333,
2040-10-23,67103,147,14259,
2040-10-30,58398,123,12410,
2040-11-06,71242,148,10537,
2040-11-13,87938,188,17042,
2040-11-20,92371,188,13348,Pharmacy chain placed a bulk order.
2040-11-27,79580,168,13258,
2040-12-04,70974,154,11945,Free delivery offer inside Dhaka.
2040-12-11,73788,195,15304,
2040-12-18,81073,185,16263,
2040-12-25,71128,149,13059,Stock shortage on the 500mg strip.
2041-01-01,96685,201,18409,Stock shortage on the 500mg strip.
2041-01-08,72845,161,14117,Return rate dropped after new packaging.
2041-01-15,99435,227,13523,
2041-01-22,85845,178,13572,Pharmacy chain placed a bulk order.
2041-01-29,71899,182,10512,
2041-02-05,80511,201,15329,Pharmacy chain placed a bulk order.
2041-02-12,95665,216,19028,
2041-02-19,90745,188,12187,Google search ads paused for two days.
2041-02-26,71299,178,14787,
2041-03-05,93052,195,12497,
2041-03-12,98641,214,16434,
2041-03-19,93916,232,16285,
2041-03-26,114769,303,18535,
2041-04-02,118977,304,20024,
2041-04-09,120390,304,18420,
2041-04-16,110719,252,14681,
2041-04-23,100063,250,14119,Stock shortage on the 500mg strip.
2041-04-30,84759,188,17723,
2041-05-07,97186,204,17017,Google search ads paused for two days.
2041-05-14,93217,246,14104,
2041-05-21,99621,207,14226,Stock shortage on the 500mg strip.
2041-05-28,102420,241,15148,
2041-06-04,73363,169,12596,
2041-06-11,92527,203,12898,
2041-06-18,81572,166,13867,Doctor referral campaign started.
2041-06-25,79963,181,15089,Free delivery offer inside Dhaka.
2041-07-02,72577,161,15176,
2041-07-09,71135,164,14270,
2041-07-16,68209,146,12407,
2041-07-23,75893,160,10838,
2041-07-30,72374,191,10458,
2041-08-06,80731,213,17567,
2041-08-13,83180,186,14423,Stock shortage on the 500mg strip.
2041-08-20,87606,208,13255,Google search ads paused for two days.
2041-08-27,80201,165,12407,
2041-09-03,77514,178,10410,
2041-09-10,86163,193,18749,Doctor referral campaign started.
2041-09-17,69138,181,14457,
2041-09-24,77249,191,11294,
2041-10-01,65300,155,9880,
2041-10-08,76588,184,14322,Google search ads paused for two days.
2041-10-15,65986,138,14246,
2041-10-22,63252,139,13764,Pharmacy chain placed a bulk order.
2041-10-29,53735,139,7765,Google search ads paused for two days.
2041-11-05,70665,169,11773,
2041-11-12,52063,136,7258,
2041-11-19,66010,167,12568,Free delivery offer inside Dhaka.
2041-11-26,61929,160,11686,
2041-12-03,71436,161,10444,
2041-12-10,67008,143,14011,
2041-12-17,69844,180,14604,
2041-12-24,68390,141,12905,
2041-12-31,85391,201,13645,
2042-01-07,85821,180,17945,
2042-01-14,103986,252,15203,
2042-01-21,104955,220,20697,
2042-01-28,82082,203,17582,Free delivery offer inside Dhaka.
2042-02-04,103218,238,16845,
2042-02-11,114078,285,20363,Doctor referral campaign started.
2042-02-18,95047,221,12926,Return rate dropped after new packaging.
2042-02-25,108711,281,16633,Pharmacy chain placed a bulk order.
2042-03-04,97225,246,17520,
2042-03-11,109798,246,16986,
2042-03-18,94662,242,19150,Google search ads paused for two days.
2042-03-25,85576,184,13530,Doctor referral campaign started.
2042-04-01,81514,182,14135,Stock shortage on the 500mg strip.
2042-04-08,110836,286,16581,
2042-04-15,80971,171,11287,
2042-04-22,88178,190,16939,
2042-04-29,108222,254,21157,Google search ads paused for two days.
2042-05-06,94338,196,19726,
2042-05-13,91547,209,15407,
2042-05-20,105138,224,18231,
2042-05-27,114977,252,24433,
2042-06-03,102917,230,20470,Pharmacy chain placed a bulk order.
2042-06-10,112577,232,16842,Free delivery offer inside Dhaka.
2042-06-17,80169,205,15673,
2042-06-24,87266,223,12313,
2042-07-01,104413,273,15265,
2042-07-08,99472,222,21307,
2042-07-15,72517,172,13561,Return rate dropped after new packaging.
2042-07-22,66809,137,13970,Google search ads paused for two days.
2042-07-29,72583,153,11475,Pharmacy chain placed a bulk order.
2042-08-05,63849,155,13351,Pharmacy chain placed a bulk order.
2042-08-12,63050,131,11254,Stock shortage on the 500mg strip.
2042-08-19,80500,184,15738,
2042-08-26,69909,177,13073,
2042-09-02,66724,176,10436,
2042-09-09,79229,179,16836,Google search ads paused for two days.
2042-09-16,71950,151,10886,Return rate dropped after new packaging.
2042-09-23,64293,145,8744,
2042-09-30,90430,236,19524,Pharmacy chain placed a bulk order.
2042-10-07,74542,193,15333,
2042-10-14,87665,224,15350,Doctor referral campaign started.
2042-10-21,89514,191,16435,
2042-10-28,93013,195,18500,
2042-11-04,87498,194,16511,Doctor referral campaign started.
2042-11-11,90702,224,14957,
2042-11-18,80326,212,16523,
2042-11-25,59462,147,10513,
2042-12-02,70944,150,11457,Google search ads paused for two days.
2042-12-09,76342,160,15314,
2042-12-16,58832,149,11702,
2042-12-23,77344,196,12097,
2042-12-30,78040,165,10481,
2043-01-06,75576,164,15803,
2043-01-13,71685,150,11455,
2043-01-20,88901,203,18740,Pharmacy chain placed a bulk order.
2043-01-27,91524,187,13225,
2043-02-03,100502,260,19648,
2043-02-10,118340,284,19112,Doctor referral campaign started.
2043-02-17,85936,220,11979,Pharmacy chain placed a bulk order.
2043-02-24,93264,194,15855,
2043-03-03,86302,193,13644,Stock shortage on the 500mg strip.
2043-03-10,91080,228,14245,
2043-03-17,124660,296,23523,
2043-03-24,110842,226,15828,Google search ads paused for two days.
2043-03-31,85373,213,12191,
2043-04-07,102758,225,20613,Return rate dropped after new packaging.
2043-04-14,115213,260,23699,Return rate dropped after new packaging.
2043-04-21,99183,218,20233,
2043-04-28,109537,232,16201,
2043-05-05,85600,219,12224,
2043-05-12,86706,222,15330,
2043-05-19,81918,198,13787,
2043-05-26,92392,239,15550,Doctor referral campaign started.
2043-06-02,99681,221,14743,
2043-06-09,90394,198,12601,Free delivery offer inside Dhaka.
2043-06-16,89457,226,12166,Doctor referral campaign started.
2043-06-23,112256,278,23664,Stock shortage on the 500mg strip.
2043-06-30,102048,267,15960,Pharmacy chain placed a bulk order.
2043-07-07,115155,263,20164,
2043-07-14,92047,193,13927,Pharmacy chain placed a bulk order.
2043-07-21,89298,206,19431,
2043-07-28,76815,177,13450,
2043-08-04,93161,238,12512,
2043-08-11,87456,226,18882,
2043-08-18,82461,184,14439,
2043-08-25,79855,182,12625,Free delivery offer inside Dhaka.
2043-09-01,63102,132,9655,Google search ads paused for two days.
2043-09-08,59737,130,12694,
2043-09-15,63097,159,8903,
2043-09-22,54045,111,8453,Return rate dropped after new packaging.
2043-09-29,71301,176,14909,
2043-10-06,75991,186,14598,Doctor referral campaign started.
2043-10-13,55678,147,11832,Free delivery offer inside Dhaka.
2043-10-20,83229,198,12593,Stock shortage on the 500mg strip.
2043-10-27,71387,154,12500,Stock shortage on the 500mg strip.
2043-11-03,82580,186,14179,
2043-11-10,79547,171,12035,
2043-11-17,75776,160,12753,
2043-11-24,91033,235,15321,Pharmacy chain placed a bulk order.
2043-12-01,85138,190,13605,Stock shortage on the 500mg strip.
2043-12-08,101361,251,18610,Stock shortage on the 500mg strip.
2043-12-15,79459,166,11347,Pharmacy chain placed a bulk order.
2043-12-22,85194,178,12021,Stock shortage on the 500mg strip.
2043-12-29,71075,150,12324,
2044-01-05,83917,217,14551,
2044-01-12,95844,240,15642,
2044-01-19,78964,191,15035,
2044-01-26,95962,203,14030,
2044-02-02,86147,196,18746,
2044-02-09,76740,172,15525,Return rate dropped after new packaging.
2044-02-16,102041,242,20122,
2044-02-23,106578,229,20836,Doctor referral campaign started.
2044-03-01,99310,233,14519,
2044-03-08,102317,212,21916,Pharmacy chain placed a bulk order.
2044-03-15,90769,188,19751,
2044-03-22,94909,194,16780,Return rate dropped after new packaging.
2044-03-29,129267,292,18020,
2044-04-05,117236,303,23119,Doctor referral campaign started.
2044-04-12,112796,238,21860,Free delivery offer inside Dhaka.
2044-04-19,134349,292,23753,
2044-04-26,135485,312,28100,Google search ads paused for two days.
2044-05-03,94695,234,17225,
2044-05-10,99967,221,20563,Return rate dropped after new packaging.
2044-05-17,97041,243,20951,
2044-05-24,113053,286,16144,
2044-05-31,117064,241,15523,
2044-06-07,103889,257,16072,
2044-06-14,78972,187,15573,Doctor referral campaign started.
2044-06-21,77273,189,13662,
2044-06-28,74417,166,10500,
2044-07-05,106520,282,18108,
2044-07-12,93366,192,17301,
2044-07-19,95661,204,19190,
2044-07-26,103591,232,16202,
2044-08-02,75619,163,15940,Stock shortage on the 500mg strip.
2044-08-09,95025,235,20516,
2044-08-16,75135,171,16222,Doctor referral campaign started.
2044-08-23,107024,235,16557,Google search ads paused for two days.
2044-08-30,101060,206,20101,
2044-09-06,96190,202,17660,Return rate dropped after new packaging.
2044-09-13,72274,187,11549,
2044-09-20,83381,186,17151,
2044-09-27,63645,142,9089,
2044-10-04,79495,176,11622,
2044-10-11,65567,135,9920,
2044-10-18,69493,170,10869,Doctor referral campaign started.
2044-10-25,63107,144,11265,Free delivery offer inside Dhaka.
2044-11-01,73735,163,11908,Return rate dropped after new packaging.
2044-11-08,59429,121,10103,
2044-11-15,68173,152,9272,
2044-11-22,63484,149,13382,
2044-11-29,85493,203,14098,Google search ads paused for two days.
2044-12-06,68910,143,10778,Free delivery offer inside Dhaka.
2044-12-13,88773,191,12073,
2044-12-20,94860,240,13869,
2044-12-27,76713,178,15128,
2045-01-03,76717,180,12911,
2045-01-10,110170,249,18354,
2045-01-17,108348,262,21366,Pharmacy chain placed a bulk order.
2045-01-24,85990,182,14034,
2045-01-31,100920,230,13725,Free delivery offer inside Dhaka.
2045-02-07,81078,207,12818,
2045-02-14,83448,196,13335,
2045-02-21,106857,241,19437,
2045-02-28,87028,196,11688,
2045-03-07,115386,266,16085,Return rate dropped after new packaging.
2045-03-14,110919,261,15274,
2045-03-21,83976,206,17702,Stock shortage on the 500mg strip.
2045-03-28,103009,244,15060,
2045-04-04,82247,195,11885,Return rate dropped after new packaging.
2045-04-11,109159,273,16330,
2045-04-18,113351,253,16187,
2045-04-25,98021,259,17663,
2045-05-02,116100,278,24869,
2045-05-09,121800,253,22984,Stock shortage on the 500mg strip.
2045-05-16,106045,260,14602,
2045-05-23,140069,288,18573,
2045-05-30,122121,254,23667,Free delivery offer inside Dhaka.
2045-06-06,101104,233,20281,
2045-06-13,106571,234,19748,Doctor referral campaign started.
2045-06-20,124822,306,23342,Google search ads paused for two days.
2045-06-27,100503,211,15890,Doctor referral campaign started.
2045-07-04,113214,256,17322,Free delivery offer inside Dhaka.
2045-07-11,89300,221,19432,
2045-07-18,77325,180,13540,
2045-07-25,91853,216,14522,Return rate dropped after new packaging.
2045-08-01,69468,162,13227,Doctor referral campaign started.
2045-08-08,81975,201,14493,Pharmacy chain placed a bulk order.
2045-08-15,88307,196,18465,Free delivery offer inside Dhaka.
2045-08-22,88885,185,16470,
2045-08-29,89383,214,19450,
2045-09-05,93718,196,19756,Free delivery offer inside Dhaka.
2045-09-12,80737,181,15372,
2045-09-19,73310,181,11964,
2045-09-26,98180,235,16190,
2045-10-03,85675,192,12671,
2045-10-10,86361,188,14975,Google search ads paused for two days.
2045-10-17,70134,163,14665,Stock shortage on the 500mg strip.
2045-10-24,92486,192,17767,
