Week Start,Total Sales,Total Order Quantity,Total Amount Spent,Description
2040-03-27,5992,19,1286,
2040-04-03,4142,12,669,
2040-04-10,4237,12,853,
2040-04-17,3925,11,671,
2040-04-24,4305,14,941,
2040-05-01,3680,12,783,
2040-05-08,5163,14,1089,Iftar box pre-orders started.
2040-05-15,4237,12,942,
2040-05-22,4858,15,932,New customers came from the referral coupon.
2040-05-29,4886,15,789,Rainy week slowed down deliveries.
2040-06-05,4260,14,631,
2040-06-12,4514,15,1021,
2040-06-19,4258,13,833,
2040-06-26,3758,11,564,Boosted the fresh fruit reel.
2040-07-03,3786,12,568,
2040-07-10,3466,11,810,Iftar box pre-orders started.
2040-07-17,4503,13,1069,
2040-07-24,4050,12,777,New customers came from the referral coupon.
2040-07-31,3778,10,782,
2040-08-07,4000,10,730,
2040-08-14,4367,13,722,
2040-08-21,3202,9,645,
2040-08-28,4086,13,955,
2040-09-04,3806,10,600,
2040-09-11,3004,8,519,
2040-09-18,3089,9,493,
2040-09-25,2530,8,500,
2040-10-02,3596,12,704,New customers came from the referral coupon.
2040-10-09,3622,11,619,New customers came from the referral coupon.
2040-10-16,2989,8,562,Iftar box pre-orders started.
2040-10-23,3000,9,690,
2040-10-30,3710,11,649,
2040-11-06,4039,12,652,
2040-11-13,3090,9,575,
2040-11-20,4485,15,1082,
2040-11-27,4022,12,925,
2040-12-04,3570,12,746,
2040-12-11,3746,11,719,
2040-12-18,4770,14,1078,
2040-12-25,3794,12,569,
2041-01-01,5256,17,1138,
2041-01-08,4091,11,824,
2041-01-15,4849,14,746,
2041-01-22,3730,11,638,
2041-01-29,3927,13,821,
2041-02-05,3622,10,785,
2041-02-12,4206,11,743,
2041-02-19,3600,9,780,
2041-02-26,4924,16,945,
2041-03-05,5369,14,1234,
2041-03-12,4675,13,1013,
2041-03-19,4184,11,700,Vegetable supply was short on two days.
2041-03-26,5457,17,985,
2041-04-02,5031,14,1042,
2041-04-09,5285,17,823,Weekend grocery combo sold out.
2041-04-16,5771,17,1151,Boosted the fresh fruit reel.
2041-04-23,4728,14,961,New customers came from the referral coupon.
2041-04-30,4436,12,834,
2041-05-07,5670,17,1099,
2041-05-14,4571,12,1077,
2041-05-21,4034,12,613,Rainy week slowed down deliveries.
2041-05-28,4405,14,862,
2041-06-04,5178,15,1023,
2041-06-11,4263,11,697,New customers came from the referral coupon.
2041-06-18,4508,14,685,Boosted the fresh fruit reel.
2041-06-25,4144,13,724,
2041-07-02,3673,11,754,
2041-07-09,4367,12,672,
2041-07-16,3489,9,630,Boosted the fresh fruit reel.
2041-07-23,3524,10,529,
2041-07-30,3243,9,696,Weekend grocery combo sold out.
2041-08-06,3395,9,761,
2041-08-13,4261,12,721,
2041-08-20,4430,15,985,
2041-08-27,4145,11,827,Weekend grocery combo sold out.
2041-09-03,3674,10,691,New customers came from the referral coupon.
2041-09-10,3614,11,817,New customers came from the referral coupon.
2041-09-17,3254,9,791,
2041-09-24,3764,12,808,Weekend grocery combo sold out.
2041-10-01,4526,13,1058,
2041-10-08,3265,8,689,
2041-10-15,4218,13,777,
2041-10-22,3995,10,721,Boosted the fresh fruit reel.
2041-10-29,3071,8,513,
2041-11-05,3660,11,633,Boosted the fresh fruit reel.
2041-11-12,3333,11,595,
2041-11-19,3854,12,644,
2041-11-26,4174,11,936,Rainy week slowed down deliveries.
2041-12-03,3161,9,763,Boosted the fresh fruit reel.
2041-12-10,4449,14,845,
2041-12-17,3894,13,762,Vegetable supply was short on two days.
2041-12-24,3644,10,651,New customers came from the referral coupon.
2041-12-31,4270,13,828,
2042-01-07,5380,16,951,
2042-01-14,3910,13,943,Weekend grocery combo sold out.
2042-01-21,4998,13,969,
2042-01-28,5390,17,1086,
2042-02-04,4937,15,891,
2042-02-11,5851,16,1023,
2042-02-18,5118,14,963,Iftar box pre-orders started.
2042-02-25,5861,19,1325,Weekend grocery combo sold out.
2042-03-04,5345,14,985,
2042-03-11,5809,19,1280,
2042-03-18,5699,18,1310,New customers came from the referral coupon.
2042-03-25,4568,14,851,Vegetable supply was short on two days.
2042-04-01,5182,14,906,
2042-04-08,5545,17,927,
2042-04-15,4593,14,846,
2042-04-22,5256,14,1218,
2042-04-29,5855,18,1124,
2042-05-06,5559,15,919,Rainy week slowed down deliveries.
2042-05-13,5549,16,1065,
2042-05-20,6145,20,1238,
2042-05-27,5443,17,1034,
2042-06-03,6121,17,1279,New customers came from the referral coupon.
2042-06-10,5432,15,950,
2042-06-17,4661,14,691,
2042-06-24,4729,13,890,Weekend grocery combo sold out.
2042-07-01,5373,16,1164,
2042-07-08,3949,12,878,
2042-07-15,5162,17,1069,
2042-07-22,4659,13,859,
2042-07-29,4437,12,835,
2042-08-05,3717,12,706,Rainy week slowed down deliveries.
2042-08-12,4102,12,920,Rainy week slowed down deliveries.
2042-08-19,4186,12,970,
2042-08-26,4072,11,952,
2042-09-02,3051,10,493,
2042-09-09,3953,12,894,
2042-09-16,4035,12,920,
2042-09-23,3309,10,516,
2042-09-30,4049,13,869,Boosted the fresh fruit reel.
2042-10-07,3668,11,711,
2042-10-14,4737,14,990,
2042-10-21,4302,12,654,
2042-10-28,4154,13,852,Boosted the fresh fruit reel.
2042-11-04,4260,12,907,
2042-11-11,3453,10,643,
2042-11-18,4747,13,920,
2042-11-25,4239,13,644,
2042-12-02,4631,13,862,
2042-12-09,4274,12,642,Boosted the fresh fruit reel.
2042-12-16,3803,12,882,
2042-12-23,4165,13,894,
2042-12-30,3196,10,650,
2043-01-06,3564,9,711,
2043-01-13,4318,13,1026,
2043-01-20,4170,13,872,Boosted the fresh fruit reel.
2043-01-27,4421,12,941,
2043-02-03,4546,15,993,
2043-02-10,4412,13,1073,Iftar box pre-orders started.
2043-02-17,4491,12,1075,
2043-02-24,6030,20,985,
2043-03-03,6235,17,1315,
2043-03-10,4999,14,1054,
2043-03-17,6540,18,1007,
2043-03-24,4684,15,1130,New customers came from the referral coupon.
2043-03-31,5353,17,1180,Vegetable supply was short on two days.
2043-04-07,5700,16,1267,New customers came from the referral coupon.
2043-04-14,4626,14,747,
2043-04-21,5301,16,1138,
2043-04-28,5845,15,1310,
2043-05-05,4585,12,984,Iftar box pre-orders started.
2043-05-12,4763,13,778,Weekend grocery combo sold out.
2043-05-19,5842,17,1310,New customers came from the referral coupon.
2043-05-26,5732,18,1274,Rainy week slowed down deliveries.
2043-06-02,5169,17,1090,Rainy week slowed down deliveries.
2043-06-09,5261,16,1269,
2043-06-16,5914,17,1023,
2043-06-23,4972,16,1001,Rainy week slowed down deliveries.
2043-06-30,4405,12,979,
2043-07-07,5487,18,1063,Boosted the fresh fruit reel.
2043-07-14,5014,15,876,
2043-07-21,5058,16,971,
2043-07-28,5548,14,1233,
2043-08-04,5342,15,802,
2043-08-11,4228,11,924,Rainy week slowed down deliveries.
2043-08-18,3693,11,702,
2043-08-25,4227,11,940,
2043-09-01,4652,12,1034,New customers came from the referral coupon.
2043-09-08,3444,11,569,
2043-09-15,3914,12,662,
2043-09-22,3681,10,713,
2043-09-29,3093,10,517,
2043-10-06,3455,10,578,Boosted the fresh fruit reel.
2043-10-13,3112,8,674,
2043-10-20,3434,10,528,Boosted the fresh fruit reel.
2043-10-27,3624,11,537,
2043-11-03,3958,13,940,
2043-11-10,3368,9,768,
2043-11-17,3951,11,766,
2043-11-24,3914,11,863,
2043-12-01,3800,10,592,
2043-12-08,5116,16,1128,Vegetable supply was short on two days.
2043-12-15,3686,12,714,
2043-12-22,4645,15,927,
2043-12-29,3867,12,647,
2044-01-05,4689,15,998,Vegetable supply was short on two days.
2044-01-12,4208,11,736,Iftar box pre-orders started.
2044-01-19,5102,16,1163,
2044-01-26,4080,13,612,
2044-02-02,5241,14,1265,
2044-02-09,4992,13,1148,
2044-02-16,5051,17,1056,
2044-02-23,5432,15,867,Iftar box pre-orders started.
2044-03-01,4267,12,1030,Iftar box pre-orders started.
2044-03-08,5897,17,1188,
2044-03-15,5977,19,1147,
2044-03-22,6043,20,1102,
2044-03-29,5009,13,1104,
2044-04-05,6996,19,1050,Rainy week slowed down deliveries.
2044-04-12,5186,17,1173,
2044-04-19,5477,18,1207,
2044-04-26,6971,20,1073,
2044-05-03,4905,14,1090,
2044-05-10,4823,14,861,
2044-05-17,5560,14,866,New customers came from the referral coupon.
2044-05-24,5452,17,994,
2044-05-31,4475,15,1029,Boosted the fresh fruit reel.
2044-06-07,5818,19,1349,
2044-06-14,5284,17,1084,Weekend grocery combo sold out.
2044-06-21,5234,16,1213,
2044-06-28,5169,13,1139,Vegetable supply was short on two days.
2044-07-05,4629,12,765,
2044-07-12,5111,15,1233,Boosted the fresh fruit reel.
2044-07-19,5067,16,876,
2044-07-26,4581,15,1097,
2044-08-02,4525,15,765,
2044-08-09,4656,12,743,Rainy week slowed down deliveries.
2044-08-16,4920,14,841,
2044-08-23,4109,13,796,
2044-08-30,5411,17,874,
2044-09-06,5521,16,829,
2044-09-13,4482,12,681,New customers came from the referral coupon.
2044-09-20,3814,11,870,
2044-09-27,3503,9,712,Rainy week slowed down deliveries.
2044-10-04,3933,11,770,
2044-10-11,3921,12,738,
2044-10-18,4175,12,1007,
2044-10-25,3159,9,684,
2044-11-01,3472,11,554,Iftar box pre-orders started.
2044-11-08,3015,9,722,
2044-11-15,3736,11,887,
2044-11-22,4282,11,732,
2044-11-29,4356,13,770,
2044-12-06,3501,9,685,Iftar box pre-orders started.
2044-12-13,4291,12,970,
2044-12-20,3654,10,812,Weekend grocery combo sold out.
2044-12-27,4826,13,954,
2045-01-03,5555,16,1024,
2045-01-10,5122,16,1100,
2045-01-17,5263,16,1030,New customers came from the referral coupon.
2045-01-24,5718,16,1162,
2045-01-31,4332,14,691,
2045-02-07,5326,18,931,
2045-02-14,6084,16,1399,
2045-02-21,5377,16,1073,Boosted the fresh fruit reel.
2045-02-28,6046,16,1275,
2045-03-07,5098,15,1017,Vegetable supply was short on two days.
2045-03-14,4429,14,724,
2045-03-21,4744,15,1145,
2045-03-28,4177,12,786,Boosted the fresh fruit reel.
2045-04-04,4349,12,1058,Weekend grocery combo sold out.
2045-04-11,4923,13,1029,Boosted the fresh fruit reel.
2045-04-18,5652,15,1310,
2045-04-25,6542,19,1280,
2045-05-02,5748,15,1234,Rainy week slowed down deliveries.
2045-05-09,6893,21,1087,Rainy week slowed down deliveries.
2045-05-16,5767,18,1161,Vegetable supply was short on two days.
2045-05-23,5353,15,1068,Rainy week slowed down deliveries.
2045-05-30,6782,21,1482,
2045-06-06,5959,18,894,
2045-06-13,6235,18,1125,
2045-06-20,6914,21,1064,
2045-06-27,5793,16,1035,
2045-07-04,6617,18,1521,
2045-07-11,5661,15,957,Rainy week slowed down deliveries.
2045-07-18,4964,16,1000,
2045-07-25,5041,15,1149,Rainy week slowed down deliveries.
2045-08-01,4109,12,867,
2045-08-08,3935,13,658,
2045-08-15,5201,15,830,
2045-08-22,4531,13,1042,Rainy week slowed down deliveries.
2045-08-29,4175,12,912,Rainy week slowed down deliveries.
2045-09-05,4804,15,1095,Iftar box pre-orders started.
2045-09-12,3633,10,663,
2045-09-19,4439,14,810,
2045-09-26,3914,12,640,Iftar box pre-orders started.
2045-10-03,4273,14,658,
2045-10-10,4567,12,1007,
2045-10-17,5242,15,1235,
2045-10-24,3927,11,634,
2045-10-31,4393,13,985,
